-0.205872,0.003207,0.002284,0.011589,-0.000446,0.001091,0.426913,0.004484,-0.001136,0.258849,0.00631,0.001913,-0.29892,1.07E-01,,,,,
,9.30E+00,2.48E+01,1.07E-01,,,,,,,,,,1.34E-01,,,,,
,1.15E+01,1.77E+01,1.34E-01,9.30E+00,2.48E+01,1.07E-01,,,,,,,7.95E-02,,,,,
,1.25E+01,1.49E+01,7.95E-02,1.15E+01,1.77E+01,1.34E-01,9.30E+00,2.48E+01,1.07E-01,,,,8.52E-02,,,,,
,2.49E+01,1.50E+01,8.52E-02,1.25E+01,1.49E+01,7.95E-02,1.15E+01,1.77E+01,1.34E-01,9.30E+00,2.48E+01,1.07E-01,8.51E-02,0.094135692,,,,
,1.33E+01,1.64E+01,8.51E-02,2.49E+01,1.50E+01,8.52E-02,1.25E+01,1.49E+01,7.95E-02,1.15E+01,1.77E+01,1.34E-01,4.91E-02,0.042929427,,,,
,1.66E+01,1.40E+01,4.91E-02,1.33E+01,1.64E+01,8.51E-02,2.49E+01,1.50E+01,8.52E-02,1.25E+01,1.49E+01,7.95E-02,1.41E-01,0.128480211,,,,
,1.25E+01,1.36E+01,1.41E-01,1.66E+01,1.40E+01,4.91E-02,1.33E+01,1.64E+01,8.51E-02,2.49E+01,1.50E+01,8.52E-02,1.10E-01,0.119124643,,,,
,1.15E+01,1.43E+01,1.10E-01,1.25E+01,1.36E+01,1.41E-01,1.66E+01,1.40E+01,4.91E-02,1.33E+01,1.64E+01,8.51E-02,5.81E-02,0.095499817,,,,
,1.18E+01,1.42E+01,5.81E-02,1.15E+01,1.43E+01,1.10E-01,1.25E+01,1.36E+01,1.41E-01,1.66E+01,1.40E+01,4.91E-02,2.08E-01,0.116458588,,,,
,9.86E+00,2.05E+01,2.08E-01,1.18E+01,1.42E+01,5.81E-02,1.15E+01,1.43E+01,1.10E-01,1.25E+01,1.36E+01,1.41E-01,6.48E-02,0.036553247,,,,
