8.20E+00,1.32E+01,8.20E+00,1.32E+01,8.20E+00,1.32E+01,8.20E+00,1.32E+01,8.20E+00,1.32E+01
8.20E+00,1.42E+01,8.20E+00,1.42E+01,8.20E+00,1.42E+01,8.20E+00,1.42E+01,8.20E+00,1.42E+01
8.20E+00,1.53E+01,8.20E+00,1.53E+01,8.20E+00,1.53E+01,8.20E+00,1.53E+01,8.20E+00,1.53E+01
8.20E+00,1.63E+01,8.20E+00,1.63E+01,8.20E+00,1.63E+01,8.20E+00,1.63E+01,8.20E+00,1.63E+01
8.20E+00,1.74E+01,8.20E+00,1.74E+01,8.20E+00,1.74E+01,8.20E+00,1.74E+01,8.20E+00,1.74E+01
8.20E+00,1.84E+01,8.20E+00,1.84E+01,8.20E+00,1.84E+01,8.20E+00,1.84E+01,8.20E+00,1.84E+01
8.20E+00,1.94E+01,8.20E+00,1.94E+01,8.20E+00,1.94E+01,8.20E+00,1.94E+01,8.20E+00,1.94E+01
8.20E+00,2.05E+01,8.20E+00,2.05E+01,8.20E+00,2.05E+01,8.20E+00,2.05E+01,8.20E+00,2.05E+01
8.20E+00,2.15E+01,8.20E+00,2.15E+01,8.20E+00,2.15E+01,8.20E+00,2.15E+01,8.20E+00,2.15E+01
8.20E+00,2.25E+01,8.20E+00,2.25E+01,8.20E+00,2.25E+01,8.20E+00,2.25E+01,8.20E+00,2.25E+01
8.20E+00,2.36E+01,8.20E+00,2.36E+01,8.20E+00,2.36E+01,8.20E+00,2.36E+01,8.20E+00,2.36E+01
8.20E+00,2.46E+01,8.20E+00,2.46E+01,8.20E+00,2.46E+01,8.20E+00,2.46E+01,8.20E+00,2.46E+01
8.20E+00,2.56E+01,8.20E+00,2.56E+01,8.20E+00,2.56E+01,8.20E+00,2.56E+01,8.20E+00,2.56E+01
8.20E+00,2.67E+01,8.20E+00,2.67E+01,8.20E+00,2.67E+01,8.20E+00,2.67E+01,8.20E+00,2.67E+01
8.20E+00,2.77E+01,8.20E+00,2.77E+01,8.20E+00,2.77E+01,8.20E+00,2.77E+01,8.20E+00,2.77E+01
8.20E+00,2.88E+01,8.20E+00,2.88E+01,8.20E+00,2.88E+01,8.20E+00,2.88E+01,8.20E+00,2.88E+01
8.20E+00,2.98E+01,8.20E+00,2.98E+01,8.20E+00,2.98E+01,8.20E+00,2.98E+01,8.20E+00,2.98E+01
8.20E+00,3.08E+01,8.20E+00,3.08E+01,8.20E+00,3.08E+01,8.20E+00,3.08E+01,8.20E+00,3.08E+01
8.20E+00,3.19E+01,8.20E+00,3.19E+01,8.20E+00,3.19E+01,8.20E+00,3.19E+01,8.20E+00,3.19E+01
8.20E+00,3.29E+01,8.20E+00,3.29E+01,8.20E+00,3.29E+01,8.20E+00,3.29E+01,8.20E+00,3.29E+01
8.20E+00,3.40E+01,8.20E+00,3.40E+01,8.20E+00,3.40E+01,8.20E+00,3.40E+01,8.20E+00,3.40E+01
8.20E+00,3.50E+01,8.20E+00,3.50E+01,8.20E+00,3.50E+01,8.20E+00,3.50E+01,8.20E+00,3.50E+01
8.20E+00,3.60E+01,8.20E+00,3.60E+01,8.20E+00,3.60E+01,8.20E+00,3.60E+01,8.20E+00,3.60E+01
8.20E+00,3.71E+01,8.20E+00,3.71E+01,8.20E+00,3.71E+01,8.20E+00,3.71E+01,8.20E+00,3.71E+01
8.20E+00,3.81E+01,8.20E+00,3.81E+01,8.20E+00,3.81E+01,8.20E+00,3.81E+01,8.20E+00,3.81E+01
9.39E+00,1.32E+01,9.39E+00,1.32E+01,9.39E+00,1.32E+01,9.39E+00,1.32E+01,9.39E+00,1.32E+01
9.39E+00,1.42E+01,9.39E+00,1.42E+01,9.39E+00,1.42E+01,9.39E+00,1.42E+01,9.39E+00,1.42E+01
9.39E+00,1.53E+01,9.39E+00,1.53E+01,9.39E+00,1.53E+01,9.39E+00,1.53E+01,9.39E+00,1.53E+01
9.39E+00,1.63E+01,9.39E+00,1.63E+01,9.39E+00,1.63E+01,9.39E+00,1.63E+01,9.39E+00,1.63E+01
9.39E+00,1.74E+01,9.39E+00,1.74E+01,9.39E+00,1.74E+01,9.39E+00,1.74E+01,9.39E+00,1.74E+01
9.39E+00,1.84E+01,9.39E+00,1.84E+01,9.39E+00,1.84E+01,9.39E+00,1.84E+01,9.39E+00,1.84E+01
9.39E+00,1.94E+01,9.39E+00,1.94E+01,9.39E+00,1.94E+01,9.39E+00,1.94E+01,9.39E+00,1.94E+01
9.39E+00,2.05E+01,9.39E+00,2.05E+01,9.39E+00,2.05E+01,9.39E+00,2.05E+01,9.39E+00,2.05E+01
9.39E+00,2.15E+01,9.39E+00,2.15E+01,9.39E+00,2.15E+01,9.39E+00,2.15E+01,9.39E+00,2.15E+01
9.39E+00,2.25E+01,9.39E+00,2.25E+01,9.39E+00,2.25E+01,9.39E+00,2.25E+01,9.39E+00,2.25E+01
9.39E+00,2.36E+01,9.39E+00,2.36E+01,9.39E+00,2.36E+01,9.39E+00,2.36E+01,9.39E+00,2.36E+01
9.39E+00,2.46E+01,9.39E+00,2.46E+01,9.39E+00,2.46E+01,9.39E+00,2.46E+01,9.39E+00,2.46E+01
9.39E+00,2.56E+01,9.39E+00,2.56E+01,9.39E+00,2.56E+01,9.39E+00,2.56E+01,9.39E+00,2.56E+01
9.39E+00,2.67E+01,9.39E+00,2.67E+01,9.39E+00,2.67E+01,9.39E+00,2.67E+01,9.39E+00,2.67E+01
9.39E+00,2.77E+01,9.39E+00,2.77E+01,9.39E+00,2.77E+01,9.39E+00,2.77E+01,9.39E+00,2.77E+01
9.39E+00,2.88E+01,9.39E+00,2.88E+01,9.39E+00,2.88E+01,9.39E+00,2.88E+01,9.39E+00,2.88E+01
9.39E+00,2.98E+01,9.39E+00,2.98E+01,9.39E+00,2.98E+01,9.39E+00,2.98E+01,9.39E+00,2.98E+01
9.39E+00,3.08E+01,9.39E+00,3.08E+01,9.39E+00,3.08E+01,9.39E+00,3.08E+01,9.39E+00,3.08E+01
9.39E+00,3.19E+01,9.39E+00,3.19E+01,9.39E+00,3.19E+01,9.39E+00,3.19E+01,9.39E+00,3.19E+01
9.39E+00,3.29E+01,9.39E+00,3.29E+01,9.39E+00,3.29E+01,9.39E+00,3.29E+01,9.39E+00,3.29E+01
9.39E+00,3.40E+01,9.39E+00,3.40E+01,9.39E+00,3.40E+01,9.39E+00,3.40E+01,9.39E+00,3.40E+01
9.39E+00,3.50E+01,9.39E+00,3.50E+01,9.39E+00,3.50E+01,9.39E+00,3.50E+01,9.39E+00,3.50E+01
9.39E+00,3.60E+01,9.39E+00,3.60E+01,9.39E+00,3.60E+01,9.39E+00,3.60E+01,9.39E+00,3.60E+01
9.39E+00,3.71E+01,9.39E+00,3.71E+01,9.39E+00,3.71E+01,9.39E+00,3.71E+01,9.39E+00,3.71E+01
9.39E+00,3.81E+01,9.39E+00,3.81E+01,9.39E+00,3.81E+01,9.39E+00,3.81E+01,9.39E+00,3.81E+01
1.06E+01,1.32E+01,1.06E+01,1.32E+01,1.06E+01,1.32E+01,1.06E+01,1.32E+01,1.06E+01,1.32E+01
1.06E+01,1.42E+01,1.06E+01,1.42E+01,1.06E+01,1.42E+01,1.06E+01,1.42E+01,1.06E+01,1.42E+01
1.06E+01,1.53E+01,1.06E+01,1.53E+01,1.06E+01,1.53E+01,1.06E+01,1.53E+01,1.06E+01,1.53E+01
1.06E+01,1.63E+01,1.06E+01,1.63E+01,1.06E+01,1.63E+01,1.06E+01,1.63E+01,1.06E+01,1.63E+01
1.06E+01,1.74E+01,1.06E+01,1.74E+01,1.06E+01,1.74E+01,1.06E+01,1.74E+01,1.06E+01,1.74E+01
1.06E+01,1.84E+01,1.06E+01,1.84E+01,1.06E+01,1.84E+01,1.06E+01,1.84E+01,1.06E+01,1.84E+01
1.06E+01,1.94E+01,1.06E+01,1.94E+01,1.06E+01,1.94E+01,1.06E+01,1.94E+01,1.06E+01,1.94E+01
1.06E+01,2.05E+01,1.06E+01,2.05E+01,1.06E+01,2.05E+01,1.06E+01,2.05E+01,1.06E+01,2.05E+01
1.06E+01,2.15E+01,1.06E+01,2.15E+01,1.06E+01,2.15E+01,1.06E+01,2.15E+01,1.06E+01,2.15E+01
1.06E+01,2.25E+01,1.06E+01,2.25E+01,1.06E+01,2.25E+01,1.06E+01,2.25E+01,1.06E+01,2.25E+01
1.06E+01,2.36E+01,1.06E+01,2.36E+01,1.06E+01,2.36E+01,1.06E+01,2.36E+01,1.06E+01,2.36E+01
1.06E+01,2.46E+01,1.06E+01,2.46E+01,1.06E+01,2.46E+01,1.06E+01,2.46E+01,1.06E+01,2.46E+01
1.06E+01,2.56E+01,1.06E+01,2.56E+01,1.06E+01,2.56E+01,1.06E+01,2.56E+01,1.06E+01,2.56E+01
1.06E+01,2.67E+01,1.06E+01,2.67E+01,1.06E+01,2.67E+01,1.06E+01,2.67E+01,1.06E+01,2.67E+01
1.06E+01,2.77E+01,1.06E+01,2.77E+01,1.06E+01,2.77E+01,1.06E+01,2.77E+01,1.06E+01,2.77E+01
1.06E+01,2.88E+01,1.06E+01,2.88E+01,1.06E+01,2.88E+01,1.06E+01,2.88E+01,1.06E+01,2.88E+01
1.06E+01,2.98E+01,1.06E+01,2.98E+01,1.06E+01,2.98E+01,1.06E+01,2.98E+01,1.06E+01,2.98E+01
1.06E+01,3.08E+01,1.06E+01,3.08E+01,1.06E+01,3.08E+01,1.06E+01,3.08E+01,1.06E+01,3.08E+01
