7.03E+00,6.93E+01,6.58E+00,6.93E+01,6.33E+00,6.93E+01,6.50E+00,6.93E+01,6.71E+00,6.93E+01,0.00E+00
7.55E+00,6.59E+01,7.03E+00,6.93E+01,6.58E+00,6.93E+01,6.33E+00,6.93E+01,6.50E+00,6.93E+01,1.43E-01
8.65E+00,3.39E+01,7.55E+00,6.59E+01,7.03E+00,6.93E+01,6.58E+00,6.93E+01,6.33E+00,6.93E+01,0.00E+00
7.93E+00,4.83E+01,8.65E+00,3.39E+01,7.55E+00,6.59E+01,7.03E+00,6.93E+01,6.58E+00,6.93E+01,0.00E+00
7.79E+00,6.93E+01,7.93E+00,4.83E+01,8.65E+00,3.39E+01,7.55E+00,6.59E+01,7.03E+00,6.93E+01,0.00E+00
7.93E+00,6.05E+01,7.79E+00,6.93E+01,7.93E+00,4.83E+01,8.65E+00,3.39E+01,7.55E+00,6.59E+01,0.00E+00
7.32E+00,6.93E+01,7.93E+00,6.05E+01,7.79E+00,6.93E+01,7.93E+00,4.83E+01,8.65E+00,3.39E+01,0.00E+00
7.67E+00,4.42E+01,7.32E+00,6.93E+01,7.93E+00,6.05E+01,7.79E+00,6.93E+01,7.93E+00,4.83E+01,1.67E-01
6.71E+00,6.93E+01,7.67E+00,4.42E+01,7.32E+00,6.93E+01,7.93E+00,6.05E+01,7.79E+00,6.93E+01,0.00E+00
6.17E+00,6.93E+01,6.71E+00,6.93E+01,7.67E+00,4.42E+01,7.32E+00,6.93E+01,7.93E+00,6.05E+01,0.00E+00
6.29E+00,6.93E+01,6.17E+00,6.93E+01,6.71E+00,6.93E+01,7.67E+00,4.42E+01,7.32E+00,6.93E+01,1.25E-01
6.54E+00,6.93E+01,6.29E+00,6.93E+01,6.17E+00,6.93E+01,6.71E+00,6.93E+01,7.67E+00,4.42E+01,1.00E-01
6.58E+00,6.93E+01,6.54E+00,6.93E+01,6.29E+00,6.93E+01,6.17E+00,6.93E+01,6.71E+00,6.93E+01,2.00E-01
7.27E+00,6.93E+01,6.58E+00,6.93E+01,6.54E+00,6.93E+01,6.29E+00,6.93E+01,6.17E+00,6.93E+01,1.82E-01
6.98E+00,6.93E+01,7.27E+00,6.93E+01,6.58E+00,6.93E+01,6.54E+00,6.93E+01,6.29E+00,6.93E+01,1.82E-01
7.49E+00,4.67E+01,6.98E+00,6.93E+01,7.27E+00,6.93E+01,6.58E+00,6.93E+01,6.54E+00,6.93E+01,0.00E+00
7.49E+00,4.67E+01,7.49E+00,4.67E+01,6.98E+00,6.93E+01,7.27E+00,6.93E+01,6.58E+00,6.93E+01,8.33E-02
6.63E+00,6.93E+01,7.49E+00,4.67E+01,7.49E+00,4.67E+01,6.98E+00,6.93E+01,7.27E+00,6.93E+01,8.33E-02
6.25E+00,6.93E+01,6.63E+00,6.93E+01,7.49E+00,4.67E+01,7.49E+00,4.67E+01,6.98E+00,6.93E+01,0.00E+00
6.21E+00,6.93E+01,6.25E+00,6.93E+01,6.63E+00,6.93E+01,7.49E+00,4.67E+01,7.49E+00,4.67E+01,8.33E-02
6.33E+00,6.93E+01,6.21E+00,6.93E+01,6.25E+00,6.93E+01,6.63E+00,6.93E+01,7.49E+00,4.67E+01,0.00E+00
6.33E+00,6.93E+01,6.33E+00,6.93E+01,6.21E+00,6.93E+01,6.25E+00,6.93E+01,6.63E+00,6.93E+01,0.00E+00
6.21E+00,6.93E+01,6.33E+00,6.93E+01,6.33E+00,6.93E+01,6.21E+00,6.93E+01,6.25E+00,6.93E+01,0.00E+00
6.25E+00,6.93E+01,6.21E+00,6.93E+01,6.33E+00,6.93E+01,6.33E+00,6.93E+01,6.21E+00,6.93E+01,9.09E-02
6.29E+00,6.93E+01,6.25E+00,6.93E+01,6.21E+00,6.93E+01,6.33E+00,6.93E+01,6.33E+00,6.93E+01,0.00E+00
