8.56E+00,3.39E+01,7.43E+00,6.93E+01,7.93E+00,4.60E+01,9.30E+00,2.42E+01,8.14E+00,3.83E+01,3.20E-02
8.00E+00,3.70E+01,8.56E+00,3.39E+01,7.43E+00,6.93E+01,7.93E+00,4.60E+01,9.30E+00,2.42E+01,4.06E-02
7.55E+00,4.44E+01,8.00E+00,3.70E+01,8.56E+00,3.39E+01,7.43E+00,6.93E+01,7.93E+00,4.60E+01,4.05E-02
7.73E+00,3.34E+01,7.55E+00,4.44E+01,8.00E+00,3.70E+01,8.56E+00,3.39E+01,7.43E+00,6.93E+01,2.99E-02
1.00E+01,2.09E+01,7.73E+00,3.34E+01,7.55E+00,4.44E+01,8.00E+00,3.70E+01,8.56E+00,3.39E+01,6.07E-02
8.85E+00,2.79E+01,1.00E+01,2.09E+01,7.73E+00,3.34E+01,7.55E+00,4.44E+01,8.00E+00,3.70E+01,1.16E-01
8.22E+00,3.54E+01,8.85E+00,2.79E+01,1.00E+01,2.09E+01,7.73E+00,3.34E+01,7.55E+00,4.44E+01,7.43E-03
9.07E+00,2.78E+01,8.22E+00,3.54E+01,8.85E+00,2.79E+01,1.00E+01,2.09E+01,7.73E+00,3.34E+01,8.55E-02
8.85E+00,3.15E+01,9.07E+00,2.78E+01,8.22E+00,3.54E+01,8.85E+00,2.79E+01,1.00E+01,2.09E+01,6.67E-02
8.85E+00,2.79E+01,8.85E+00,3.15E+01,9.07E+00,2.78E+01,8.22E+00,3.54E+01,8.85E+00,2.79E+01,3.65E-02
8.30E+00,3.18E+01,8.85E+00,2.79E+01,8.85E+00,3.15E+01,9.07E+00,2.78E+01,8.22E+00,3.54E+01,4.51E-02
8.07E+00,3.56E+01,8.30E+00,3.18E+01,8.85E+00,2.79E+01,8.85E+00,3.15E+01,9.07E+00,2.78E+01,5.95E-02
9.57E+00,2.14E+01,8.07E+00,3.56E+01,8.30E+00,3.18E+01,8.85E+00,2.79E+01,8.85E+00,3.15E+01,1.41E-01
8.96E+00,2.78E+01,9.57E+00,2.14E+01,8.07E+00,3.56E+01,8.30E+00,3.18E+01,8.85E+00,2.79E+01,7.17E-02
8.75E+00,3.16E+01,8.96E+00,2.78E+01,9.57E+00,2.14E+01,8.07E+00,3.56E+01,8.30E+00,3.18E+01,4.68E-02
