2.500000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,3.229714740648226834e-01
2.500000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+00,6.462354770733900189e-01
2.500000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.292763681957489030e+00
2.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,2.154801350371144064e+00
2.500000000000000000e+01,1.000000000000000000e+01,2.800000000000000000e+01,3.016839033947950277e+00
2.500000000000000000e+01,1.000000000000000000e+01,3.600000000000000000e+01,3.878876722579655656e+00
2.500000000000000000e+01,1.000000000000000000e+01,4.500000000000000000e+01,4.848669124975871547e+00
2.500000000000000000e+01,1.000000000000000000e+01,6.250000000000000000e+01,6.734376577726487234e+00
2.500000000000000000e+01,1.000000000000000000e+01,8.750000000000000000e+01,9.428244370807945529e+00
2.500000000000000000e+01,1.000000000000000000e+01,1.125000000000000000e+02,1.212211216550719506e+01
2.500000000000000000e+01,1.000000000000000000e+01,1.375000000000000000e+02,1.481597996094182257e+01
2.500000000000000000e+01,1.000000000000000000e+01,1.750000000000000000e+02,1.885678165478315904e+01
2.500000000000000000e+01,1.000000000000000000e+01,2.250000000000000000e+02,2.424451724721508583e+01
2.500000000000000000e+01,1.000000000000000000e+01,3.750000000000000000e+02,4.040772402612875425e+01
2.500000000000000000e+01,1.000000000000000000e+01,7.500000000000000000e+02,8.081574097589027872e+01
2.500000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,3.638356908189000483e-01
2.500000000000000000e+01,2.000000000000000000e+01,6.000000000000000000e+00,7.280897425678251045e-01
2.500000000000000000e+01,2.000000000000000000e+01,1.200000000000000000e+01,1.456598207204716111e+00
2.500000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.427942939148289181e+00
2.500000000000000000e+01,2.000000000000000000e+01,2.800000000000000000e+01,3.399287698633484567e+00
2.500000000000000000e+01,2.000000000000000000e+01,3.600000000000000000e+01,4.370632467300388235e+00
2.500000000000000000e+01,2.000000000000000000e+01,4.500000000000000000e+01,5.463395336928758894e+00
2.500000000000000000e+01,2.000000000000000000e+01,6.250000000000000000e+01,7.588212034497117564e+00
2.500000000000000000e+01,2.000000000000000000e+01,8.750000000000000000e+01,1.062366446583925672e+01
2.500000000000000000e+01,2.000000000000000000e+01,1.125000000000000000e+02,1.365911690012007185e+01
2.500000000000000000e+01,2.000000000000000000e+01,1.375000000000000000e+02,1.669456933573667712e+01
2.500000000000000000e+01,2.000000000000000000e+01,1.750000000000000000e+02,2.124774799041388107e+01
2.500000000000000000e+01,2.000000000000000000e+01,2.250000000000000000e+02,2.731865286448569208e+01
2.500000000000000000e+01,2.000000000000000000e+01,3.750000000000000000e+02,4.553136748963984815e+01
2.500000000000000000e+01,2.000000000000000000e+01,7.500000000000000000e+02,9.106315405702548560e+01
2.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00,4.006987077581645740e-01
2.500000000000000000e+01,3.000000000000000000e+01,6.000000000000000000e+00,8.019564629608612050e-01
2.500000000000000000e+01,3.000000000000000000e+01,1.200000000000000000e+01,1.604472559026464351e+00
2.500000000000000000e+01,3.000000000000000000e+01,2.000000000000000000e+01,2.674494202797053077e+00
2.500000000000000000e+01,3.000000000000000000e+01,2.800000000000000000e+01,3.744515891241074534e+00
2.500000000000000000e+01,3.000000000000000000e+01,3.600000000000000000e+01,4.814537594578554014e+00
2.500000000000000000e+01,3.000000000000000000e+01,4.500000000000000000e+01,6.018312018745974434e+00
2.500000000000000000e+01,3.000000000000000000e+01,6.250000000000000000e+01,8.358984520928029127e+00
2.500000000000000000e+01,3.000000000000000000e+01,8.750000000000000000e+01,1.170280239131746214e+01
2.500000000000000000e+01,3.000000000000000000e+01,1.125000000000000000e+02,1.504662026647383755e+01
