5.000000000000000000e+00,1.000000000000000000e+01,6.931471805599453262e+01
1.000000000000000000e+01,1.000000000000000000e+01,6.931471805599453262e+01
1.500000000000000000e+01,1.000000000000000000e+01,6.931471805599453262e+01
2.000000000000000000e+01,1.000000000000000000e+01,6.931471805599453262e+01
2.500000000000000000e+01,1.000000000000000000e+01,6.931471805599453262e+01
3.000000000000000000e+01,1.000000000000000000e+01,6.931471805599453262e+01
3.500000000000000000e+01,1.000000000000000000e+01,6.931471805599453262e+01
5.000000000000000000e+00,2.000000000000000000e+01,6.931471805599453262e+01
1.000000000000000000e+01,2.000000000000000000e+01,6.931471805599453262e+01
1.500000000000000000e+01,2.000000000000000000e+01,6.931471805599453262e+01
2.000000000000000000e+01,2.000000000000000000e+01,6.931471805599453262e+01
2.500000000000000000e+01,2.000000000000000000e+01,6.931471805599453262e+01
3.000000000000000000e+01,2.000000000000000000e+01,6.931471805599453262e+01
3.500000000000000000e+01,2.000000000000000000e+01,4.269940080682272310e+01
5.000000000000000000e+00,3.000000000000000000e+01,6.931471805599453262e+01
1.000000000000000000e+01,3.000000000000000000e+01,6.931471805599453262e+01
1.500000000000000000e+01,3.000000000000000000e+01,6.931471805599453262e+01
2.000000000000000000e+01,3.000000000000000000e+01,6.931471805599453262e+01
2.500000000000000000e+01,3.000000000000000000e+01,6.434879275145900124e+01
3.000000000000000000e+01,3.000000000000000000e+01,4.007209318129065423e+01
3.500000000000000000e+01,3.000000000000000000e+01,2.909536242554195340e+01
5.000000000000000000e+00,4.000000000000000000e+01,6.931471805599453262e+01
1.000000000000000000e+01,4.000000000000000000e+01,6.931471805599453262e+01
1.500000000000000000e+01,4.000000000000000000e+01,6.931471805599453262e+01
2.000000000000000000e+01,4.000000000000000000e+01,5.856241844091491089e+01
2.500000000000000000e+01,4.000000000000000000e+01,3.774936294943356785e+01
3.000000000000000000e+01,4.000000000000000000e+01,2.785109655919261940e+01
3.500000000000000000e+01,4.000000000000000000e+01,2.206534023041502124e+01
5.000000000000000000e+00,5.000000000000000000e+01,6.931471805599453262e+01
1.000000000000000000e+01,5.000000000000000000e+01,6.931471805599453262e+01
1.500000000000000000e+01,5.000000000000000000e+01,5.373083269263418060e+01
2.000000000000000000e+01,5.000000000000000000e+01,3.568114849548034329e+01
2.500000000000000000e+01,5.000000000000000000e+01,2.670888847227731233e+01
3.000000000000000000e+01,5.000000000000000000e+01,2.134224121613921454e+01
3.500000000000000000e+01,5.000000000000000000e+01,1.777141137148005612e+01
5.000000000000000000e+00,6.000000000000000000e+01,6.931471805599453262e+01
1.000000000000000000e+01,6.000000000000000000e+01,4.963572734629511984e+01
1.500000000000000000e+01,6.000000000000000000e+01,3.382778945496333023e+01
2.000000000000000000e+01,6.000000000000000000e+01,2.565667628818942703e+01
2.500000000000000000e+01,6.000000000000000000e+01,2.066503145112767825e+01
3.000000000000000000e+01,6.000000000000000000e+01,1.729934962049212288e+01
3.500000000000000000e+01,6.000000000000000000e+01,1.487644581331707805e+01
5.000000000000000000e+00,7.000000000000000000e+01,4.612063465055317835e+01
1.000000000000000000e+01,7.000000000000000000e+01,3.215745877733443336e+01
1.500000000000000000e+01,7.000000000000000000e+01,2.468422682634085064e+01
2.000000000000000000e+01,7.000000000000000000e+01,2.002947695410795603e+01
2.500000000000000000e+01,7.000000000000000000e+01,1.685171768012667926e+01
3.000000000000000000e+01,7.000000000000000000e+01,1.454421748431612293e+01
3.500000000000000000e+01,7.000000000000000000e+01,1.279253926288261489e+01
5.000000000000000000e+00,8.000000000000000000e+01,3.064431977984012434e+01
1.000000000000000000e+01,8.000000000000000000e+01,2.378280169812792622e+01
1.500000000000000000e+01,8.000000000000000000e+01,1.943184906809050716e+01
2.000000000000000000e+01,8.000000000000000000e+01,1.642666697176936452e+01
2.500000000000000000e+01,8.000000000000000000e+01,1.422650398567499508e+01
3.000000000000000000e+01,8.000000000000000000e+01,1.254609848663878147e+01
3.500000000000000000e+01,8.000000000000000000e+01,1.122072897292738780e+01
5.000000000000000000e+00,9.000000000000000000e+01,2.294489398688187975e+01
1.000000000000000000e+01,9.000000000000000000e+01,1.886885125671688002e+01
1.500000000000000000e+01,9.000000000000000000e+01,1.602253083500538722e+01
2.000000000000000000e+01,9.000000000000000000e+01,1.392237443750923021e+01
2.500000000000000000e+01,9.000000000000000000e+01,1.230897332496156160e+01
3.000000000000000000e+01,9.000000000000000000e+01,1.103067787116699883e+01
3.500000000000000000e+01,9.000000000000000000e+01,9.992907469728056213e+00
5.000000000000000000e+00,1.000000000000000000e+02,1.833755826784262055e+01
1.000000000000000000e+01,1.000000000000000000e+02,1.563780268679457386e+01
1.500000000000000000e+01,1.000000000000000000e+02,1.363097589406564403e+01
2.000000000000000000e+01,1.000000000000000000e+02,1.208064537185213183e+01
2.500000000000000000e+01,1.000000000000000000e+02,1.084695752349041342e+01
3.000000000000000000e+01,1.000000000000000000e+02,9.841893321844310094e+00
3.500000000000000000e+01,1.000000000000000000e+02,9.007290172811178053e+00
