8.80E+00,3.13E+01,8.98E+00,2.77E+01,9.58E+00,4.09E+01,7.83E+00,3.01E+01,5.60E+00,2.11E+01,1.02E+01,4.12E+01,5.87E-02
9.96E+00,3.78E+01,8.80E+00,3.13E+01,8.98E+00,2.77E+01,9.58E+00,4.09E+01,7.83E+00,3.01E+01,5.60E+00,2.11E+01,7.66E-02
1.36E+01,6.20E+01,9.96E+00,3.78E+01,8.80E+00,3.13E+01,8.98E+00,2.77E+01,9.58E+00,4.09E+01,7.83E+00,3.01E+01,4.06E-02
1.62E+01,6.93E+01,1.36E+01,6.20E+01,9.96E+00,3.78E+01,8.80E+00,3.13E+01,8.98E+00,2.77E+01,9.58E+00,4.09E+01,6.59E-02
1.64E+01,6.93E+01,1.62E+01,6.93E+01,1.36E+01,6.20E+01,9.96E+00,3.78E+01,8.80E+00,3.13E+01,8.98E+00,2.77E+01,4.74E-02
8.39E+00,2.30E+01,1.64E+01,6.93E+01,1.62E+01,6.93E+01,1.36E+01,6.20E+01,9.96E+00,3.78E+01,8.80E+00,3.13E+01,4.73E-02
5.60E+00,1.90E+01,8.39E+00,2.30E+01,1.64E+01,6.93E+01,1.62E+01,6.93E+01,1.36E+01,6.20E+01,9.96E+00,3.78E+01,5.65E-02
7.82E+00,2.40E+01,5.60E+00,1.90E+01,8.39E+00,2.30E+01,1.64E+01,6.93E+01,1.62E+01,6.93E+01,1.36E+01,6.20E+01,6.15E-02
7.82E+00,2.40E+01,7.82E+00,2.40E+01,5.60E+00,1.90E+01,8.39E+00,2.30E+01,1.64E+01,6.93E+01,1.62E+01,6.93E+01,6.51E-02
9.76E+00,3.15E+01,7.82E+00,2.40E+01,7.82E+00,2.40E+01,5.60E+00,1.90E+01,8.39E+00,2.30E+01,1.64E+01,6.93E+01,3.01E-02
5.60E+00,1.86E+01,9.76E+00,3.15E+01,7.82E+00,2.40E+01,7.82E+00,2.40E+01,5.60E+00,1.90E+01,8.39E+00,2.30E+01,9.05E-02
7.81E+00,2.29E+01,5.60E+00,1.86E+01,9.76E+00,3.15E+01,7.82E+00,2.40E+01,7.82E+00,2.40E+01,5.60E+00,1.90E+01,4.35E-02
8.01E+00,2.47E+01,7.81E+00,2.29E+01,5.60E+00,1.86E+01,9.76E+00,3.15E+01,7.82E+00,2.40E+01,7.82E+00,2.40E+01,4.26E-02
7.23E+00,2.23E+01,8.01E+00,2.47E+01,7.81E+00,2.29E+01,5.60E+00,1.86E+01,9.76E+00,3.15E+01,7.82E+00,2.40E+01,5.18E-02
6.23E+00,2.17E+01,7.23E+00,2.23E+01,8.01E+00,2.47E+01,7.81E+00,2.29E+01,5.60E+00,1.86E+01,9.76E+00,3.15E+01,3.97E-02
5.82E+00,2.16E+01,6.23E+00,2.17E+01,7.23E+00,2.23E+01,8.01E+00,2.47E+01,7.81E+00,2.29E+01,5.60E+00,1.86E+01,3.04E-02
7.43E+00,2.52E+01,5.82E+00,2.16E+01,6.23E+00,2.17E+01,7.23E+00,2.23E+01,8.01E+00,2.47E+01,7.81E+00,2.29E+01,4.44E-02
9.18E+00,3.14E+01,7.43E+00,2.52E+01,5.82E+00,2.16E+01,6.23E+00,2.17E+01,7.23E+00,2.23E+01,8.01E+00,2.47E+01,8.70E-02
9.37E+00,2.86E+01,9.18E+00,3.14E+01,7.43E+00,2.52E+01,5.82E+00,2.16E+01,6.23E+00,2.17E+01,7.23E+00,2.23E+01,5.28E-02
4.73E+00,1.72E+01,9.37E+00,2.86E+01,9.18E+00,3.14E+01,7.43E+00,2.52E+01,5.82E+00,2.16E+01,6.23E+00,2.17E+01,5.47E-02
