5.000000000000000000e+00,1.000000000000000000e+01,2.398489157250442361e+01
1.000000000000000000e+01,1.000000000000000000e+01,2.389720028693687937e+01
1.500000000000000000e+01,1.000000000000000000e+01,2.381375522252847432e+01
2.000000000000000000e+01,1.000000000000000000e+01,2.373433576432505987e+01
2.500000000000000000e+01,1.000000000000000000e+01,2.365911012794041213e+01
3.000000000000000000e+01,1.000000000000000000e+01,2.358786854238795883e+01
3.500000000000000000e+01,1.000000000000000000e+01,2.352077962622632512e+01
5.000000000000000000e+00,2.000000000000000000e+01,1.960990213738821453e+01
1.000000000000000000e+01,2.000000000000000000e+01,1.954427511886051150e+01
1.500000000000000000e+01,2.000000000000000000e+01,1.948219480643842871e+01
2.000000000000000000e+01,2.000000000000000000e+01,1.942343766302404617e+01
2.500000000000000000e+01,2.000000000000000000e+01,1.936819433358774845e+01
3.000000000000000000e+01,2.000000000000000000e+01,1.931625180578847178e+01
3.500000000000000000e+01,2.000000000000000000e+01,1.926780045339759084e+01
5.000000000000000000e+00,3.000000000000000000e+01,1.659801465920804375e+01
1.000000000000000000e+01,3.000000000000000000e+01,1.654662593476815502e+01
1.500000000000000000e+01,3.000000000000000000e+01,1.649826737645793884e+01
2.000000000000000000e+01,3.000000000000000000e+01,1.645271242654751376e+01
2.500000000000000000e+01,3.000000000000000000e+01,1.641016729705265575e+01
3.000000000000000000e+01,3.000000000000000000e+01,1.637041553209814637e+01
3.500000000000000000e+01,3.000000000000000000e+01,1.633366243458655021e+01
5.000000000000000000e+00,4.000000000000000000e+01,1.415352129089257538e+01
1.000000000000000000e+01,4.000000000000000000e+01,1.411300133154103520e+01
1.500000000000000000e+01,4.000000000000000000e+01,1.407507504605911208e+01
2.000000000000000000e+01,4.000000000000000000e+01,1.403951260641517251e+01
2.500000000000000000e+01,4.000000000000000000e+01,1.400653302639184439e+01
3.000000000000000000e+01,4.000000000000000000e+01,1.397591610649609528e+01
3.500000000000000000e+01,4.000000000000000000e+01,1.394787932816949194e+01
5.000000000000000000e+00,5.000000000000000000e+01,1.200096600694935134e+01
1.000000000000000000e+01,5.000000000000000000e+01,1.196941620281746488e+01
1.500000000000000000e+01,5.000000000000000000e+01,1.194006553333403176e+01
2.000000000000000000e+01,5.000000000000000000e+01,1.191268048266993063e+01
2.500000000000000000e+01,5.000000000000000000e+01,1.188749154713824652e+01
3.000000000000000000e+01,5.000000000000000000e+01,1.186427432596337006e+01
3.500000000000000000e+01,5.000000000000000000e+01,1.184325716149425745e+01
5.000000000000000000e+00,6.000000000000000000e+01,9.998428413000588932e+00
1.000000000000000000e+01,6.000000000000000000e+01,9.974632635931802938e+00
1.500000000000000000e+01,6.000000000000000000e+01,9.952662593952146253e+00
2.000000000000000000e+01,6.000000000000000000e+01,9.932280438753808838e+00
2.500000000000000000e+01,6.000000000000000000e+01,9.913727632413078084e+00
3.000000000000000000e+01,6.000000000000000000e+01,9.896774884865662258e+00
3.500000000000000000e+01,6.000000000000000000e+01,9.881660872771547588e+00
5.000000000000000000e+00,7.000000000000000000e+01,8.045453162207023112e+00
1.000000000000000000e+01,7.000000000000000000e+01,8.028575370009370715e+00
1.500000000000000000e+01,7.000000000000000000e+01,8.013155230306690413e+00
2.000000000000000000e+01,7.000000000000000000e+01,7.998949550044587298e+00
2.500000000000000000e+01,7.000000000000000000e+01,7.986210912417980978e+00
3.000000000000000000e+01,7.000000000000000000e+01,7.974704066996930685e+00
3.500000000000000000e+01,7.000000000000000000e+01,7.964678155542500804e+00
5.000000000000000000e+00,8.000000000000000000e+01,6.037591012989071970e+00
1.000000000000000000e+01,8.000000000000000000e+01,6.027029727361804312e+00
1.500000000000000000e+01,8.000000000000000000e+01,6.017546288658428111e+00
2.000000000000000000e+01,8.000000000000000000e+01,6.008890339737350317e+00
2.500000000000000000e+01,8.000000000000000000e+01,6.001326662221059038e+00
3.000000000000000000e+01,8.000000000000000000e+01,5.994612143809563420e+00
3.500000000000000000e+01,8.000000000000000000e+01,5.989007429616574285e+00
5.000000000000000000e+00,9.000000000000000000e+01,3.790513753529359153e+00
1.000000000000000000e+01,9.000000000000000000e+01,3.785825855121853767e+00
1.500000000000000000e+01,9.000000000000000000e+01,3.781791861907799035e+00
2.000000000000000000e+01,9.000000000000000000e+01,3.778150204720605032e+00
2.500000000000000000e+01,9.000000000000000000e+01,3.775181171219371912e+00
3.000000000000000000e+01,9.000000000000000000e+01,3.772629573563834438e+00
3.500000000000000000e+01,9.000000000000000000e+01,3.770770788248021699e+00
5.000000000000000000e+00,1.000000000000000000e+02,4.253580191849219011e-02
1.000000000000000000e+01,1.000000000000000000e+02,4.336692684912289708e-02
1.500000000000000000e+01,1.000000000000000000e+02,4.413195916165296023e-02
2.000000000000000000e+01,1.000000000000000000e+02,4.437046330403020267e-02
2.500000000000000000e+01,1.000000000000000000e+02,4.457448117033020740e-02
3.000000000000000000e+01,1.000000000000000000e+02,4.429014181068225559e-02
3.500000000000000000e+01,1.000000000000000000e+02,4.400080005895674190e-02
