5.000000000000000000e+00,5.000000000000000000e+01,3.000000000000000000e+00,4.814121494485196218e-01
5.000000000000000000e+00,5.000000000000000000e+01,6.000000000000000000e+00,9.637523506935600226e-01
5.000000000000000000e+00,5.000000000000000000e+01,1.200000000000000000e+01,1.928434097144372084e+00
5.000000000000000000e+00,5.000000000000000000e+01,2.000000000000000000e+01,3.214676844324791283e+00
5.000000000000000000e+00,5.000000000000000000e+01,2.800000000000000000e+01,4.500919694066306320e+00
5.000000000000000000e+00,5.000000000000000000e+01,3.600000000000000000e+01,5.787162578002192248e+00
5.000000000000000000e+00,5.000000000000000000e+01,4.500000000000000000e+01,7.234185840597769257e+00
5.000000000000000000e+00,5.000000000000000000e+01,6.250000000000000000e+01,1.004784220920553395e+01
5.000000000000000000e+00,5.000000000000000000e+01,8.750000000000000000e+01,1.406735133047456721e+01
5.000000000000000000e+00,5.000000000000000000e+01,1.125000000000000000e+02,1.808686046268907432e+01
5.000000000000000000e+00,5.000000000000000000e+01,1.375000000000000000e+02,2.210636959987894912e+01
5.000000000000000000e+00,5.000000000000000000e+01,1.750000000000000000e+02,2.813563331032821324e+01
5.000000000000000000e+00,5.000000000000000000e+01,2.250000000000000000e+02,3.617465159528095597e+01
5.000000000000000000e+00,5.000000000000000000e+01,3.750000000000000000e+02,6.029170646108542542e+01
5.000000000000000000e+00,5.000000000000000000e+01,7.500000000000000000e+02,1.205843436423590020e+02
1.000000000000000000e+01,5.000000000000000000e+01,3.000000000000000000e+00,4.813942840760202513e-01
1.000000000000000000e+01,5.000000000000000000e+01,6.000000000000000000e+00,9.637344504815130719e-01
1.000000000000000000e+01,5.000000000000000000e+01,1.200000000000000000e+01,1.928416179487020932e+00
1.000000000000000000e+01,5.000000000000000000e+01,2.000000000000000000e+01,3.214658919684560079e+00
1.000000000000000000e+01,5.000000000000000000e+01,2.800000000000000000e+01,4.500901766432576778e+00
1.000000000000000000e+01,5.000000000000000000e+01,3.600000000000000000e+01,5.787144648705185190e+00
1.000000000000000000e+01,5.000000000000000000e+01,4.500000000000000000e+01,7.234167910136378055e+00
1.000000000000000000e+01,5.000000000000000000e+01,6.250000000000000000e+01,1.004782427743996465e+01
1.000000000000000000e+01,5.000000000000000000e+01,8.750000000000000000e+01,1.406733339775075109e+01
1.000000000000000000e+01,5.000000000000000000e+01,1.125000000000000000e+02,1.808684252943287873e+01
1.000000000000000000e+01,5.000000000000000000e+01,1.375000000000000000e+02,2.210635166628393122e+01
1.000000000000000000e+01,5.000000000000000000e+01,1.750000000000000000e+02,2.813561537640653043e+01
1.000000000000000000e+01,5.000000000000000000e+01,2.250000000000000000e+02,3.617463366109303280e+01
