-0.205872,0.003207,0.002284,0.011589,-0.000446,0.001091,0.426913,0.004484,-0.001136,0.258849,0.00631,0.001913,-0.29892,,,
,8.20E+00,1.32E+01,0.00E+00,8.20E+00,1.32E+01,0.00E+00,8.20E+00,1.32E+01,0.00E+00,8.20E+00,1.32E+01,0.00E+00,,-3.99E-02,
,8.20E+00,1.42E+01,0.00E+00,8.20E+00,1.42E+01,0.00E+00,8.20E+00,1.42E+01,0.00E+00,8.20E+00,1.42E+01,0.00E+00,,-3.56E-02,
,8.20E+00,1.53E+01,0.00E+00,8.20E+00,1.53E+01,0.00E+00,8.20E+00,1.53E+01,0.00E+00,8.20E+00,1.53E+01,0.00E+00,,-3.13E-02,
,8.20E+00,1.63E+01,0.00E+00,8.20E+00,1.63E+01,0.00E+00,8.20E+00,1.63E+01,0.00E+00,8.20E+00,1.63E+01,0.00E+00,,-2.70E-02,
,8.20E+00,1.74E+01,0.00E+00,8.20E+00,1.74E+01,0.00E+00,8.20E+00,1.74E+01,0.00E+00,8.20E+00,1.74E+01,0.00E+00,,-2.27E-02,
,8.20E+00,1.84E+01,0.00E+00,8.20E+00,1.84E+01,0.00E+00,8.20E+00,1.84E+01,0.00E+00,8.20E+00,1.84E+01,0.00E+00,,-1.84E-02,
,8.20E+00,1.94E+01,0.00E+00,8.20E+00,1.94E+01,0.00E+00,8.20E+00,1.94E+01,0.00E+00,8.20E+00,1.94E+01,0.00E+00,,-1.41E-02,
,8.20E+00,2.05E+01,0.00E+00,8.20E+00,2.05E+01,0.00E+00,8.20E+00,2.05E+01,0.00E+00,8.20E+00,2.05E+01,0.00E+00,,-9.76E-03,
,8.20E+00,2.15E+01,0.00E+00,8.20E+00,2.15E+01,0.00E+00,8.20E+00,2.15E+01,0.00E+00,8.20E+00,2.15E+01,0.00E+00,,-5.45E-03,
,8.20E+00,2.25E+01,0.00E+00,8.20E+00,2.25E+01,0.00E+00,8.20E+00,2.25E+01,0.00E+00,8.20E+00,2.25E+01,0.00E+00,,-1.15E-03,
,8.20E+00,2.36E+01,0.00E+00,8.20E+00,2.36E+01,0.00E+00,8.20E+00,2.36E+01,0.00E+00,8.20E+00,2.36E+01,0.00E+00,,3.16E-03,
,8.20E+00,2.46E+01,0.00E+00,8.20E+00,2.46E+01,0.00E+00,8.20E+00,2.46E+01,0.00E+00,8.20E+00,2.46E+01,0.00E+00,,7.47E-03,
,8.20E+00,2.56E+01,0.00E+00,8.20E+00,2.56E+01,0.00E+00,8.20E+00,2.56E+01,0.00E+00,8.20E+00,2.56E+01,0.00E+00,,1.18E-02,
,8.20E+00,2.67E+01,0.00E+00,8.20E+00,2.67E+01,0.00E+00,8.20E+00,2.67E+01,0.00E+00,8.20E+00,2.67E+01,0.00E+00,,1.61E-02,
,8.20E+00,2.77E+01,0.00E+00,8.20E+00,2.77E+01,0.00E+00,8.20E+00,2.77E+01,0.00E+00,8.20E+00,2.77E+01,0.00E+00,,2.04E-02,
,8.20E+00,2.88E+01,0.00E+00,8.20E+00,2.88E+01,0.00E+00,8.20E+00,2.88E+01,0.00E+00,8.20E+00,2.88E+01,0.00E+00,,2.47E-02,
